center,left,right,steering,throttle,reverse,speed
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_153.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_153.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_153.jpg,0,0,0,0.6433246
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_177.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_177.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_177.jpg,0,0,0,0.635599
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_285.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_285.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_285.jpg,-0.2,0.259587,0,0.808431
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_369.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_369.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_369.jpg,0,0.24909,0,1.137843
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_454.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_454.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_454.jpg,0,0,0,1.192924
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_518.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_518.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_518.jpg,-0.1,0,0,1.182834
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_602.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_602.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_602.jpg,-0.3,0,0,1.170251
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_710.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_710.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_710.jpg,0,0,0,1.146783
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_802.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_802.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_802.jpg,-0.1,0.1543229,0,1.211804
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_57_905.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_57_905.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_57_905.jpg,0,0,0,1.196153
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_009.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_009.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_009.jpg,-0.15,0,0,1.180699
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_098.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_098.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_098.jpg,-0.35,0,0,1.167548
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_195.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_195.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_195.jpg,0,0,0,1.144635
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_267.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_267.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_267.jpg,0,0,0,1.137604
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_358.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_358.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_358.jpg,-0.2,0.2079985,0,1.301987
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_443.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_443.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_443.jpg,-0.4,0,0,1.347742
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_507.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_507.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_507.jpg,-0.6500001,0,0,1.324014
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_595.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_595.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_595.jpg,-0.8500001,0,0,1.300331
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_697.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_697.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_697.jpg,0,0,0,1.262442
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_830.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_830.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_830.jpg,-0.25,0.3073111,0,1.510895
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_58_930.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_58_930.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_58_930.jpg,-0.5000001,0.02415633,0,1.607826
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_105.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_105.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_105.jpg,-0.3,0.3965013,0,2.141539
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_173.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_173.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_173.jpg,0,0.1194062,0,2.34668
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_265.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_265.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_265.jpg,-0.1,0.1411264,0,2.406431
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_344.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_344.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_344.jpg,-0.3,0.382257,0,2.697984
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_435.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_435.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_435.jpg,0,0.109221,0,2.879194
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_523.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_523.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_523.jpg,-0.1,0.1359243,0,2.961577
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_614.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_614.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_614.jpg,-0.35,0.4111984,0,3.32305
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_713.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_713.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_713.jpg,0,0.1145225,0,3.53478
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_806.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_806.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_806.jpg,-0.2,0,0,3.495022
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_19_59_904.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_19_59_904.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_19_59_904.jpg,-0.45,0,0,3.442116
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_008.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_008.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_008.jpg,0,0,0,3.393784
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_108.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_108.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_108.jpg,-0.3,0,0,3.343234
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_207.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_207.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_207.jpg,0,0,0,3.292448
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_325.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_325.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_325.jpg,-0.15,0,0,3.256904
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_414.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_414.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_414.jpg,-0.4,0,0,3.209958
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_511.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_511.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_511.jpg,0,0,0,3.167811
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_604.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_604.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_604.jpg,-0.2,0.2829094,0,3.344499
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_705.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_705.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_705.jpg,0,0,0,3.388606
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_798.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_798.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_798.jpg,0,0,0,3.353908
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_867.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_867.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_867.jpg,-0.15,0,0,3.331093
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_00_970.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_00_970.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_00_970.jpg,0,0,0,3.290172
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_050.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_050.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_050.jpg,0,0.237942,0,3.442956
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_142.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_142.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_142.jpg,-0.2,0.5131888,0,3.823562
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_247.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_247.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_247.jpg,0,0.1967161,0,4.172174
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_345.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_345.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_345.jpg,-0.2,0,0,4.165935
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_445.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_445.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_445.jpg,0,0,0,4.105298
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_550.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_550.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_550.jpg,0,0,0,4.054905
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_652.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_652.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_652.jpg,-0.15,0,0,4.011101
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_745.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_745.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_745.jpg,-0.35,0,0,3.965508
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_840.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_840.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_840.jpg,-0.6000001,0,0,3.897059
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_01_944.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_01_944.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_01_944.jpg,0,0,0,3.78984
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_045.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_045.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_045.jpg,-0.1,0,0,3.746197
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_145.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_145.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_145.jpg,-0.35,0,0,3.695366
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_253.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_253.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_253.jpg,0,0,0,3.643033
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_343.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_343.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_343.jpg,0,0,0,3.61375
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_444.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_444.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_444.jpg,-0.25,0,0,3.569679
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_553.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_553.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_553.jpg,-0.5500001,0,0,3.500467
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_650.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_650.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_650.jpg,-0.8000001,0,0,3.42929
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_753.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_753.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_753.jpg,0,0,0,3.310382
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_851.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_851.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_851.jpg,-0.25,0,0,3.272358
/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/center_2018_08_15_09_20_02_953.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/left_2018_08_15_09_20_02_953.jpg,/home/prateeksawhney97/Documents/self-driving-car-2018/data/IMG/right_2018_08_15_09_20_02_953.jpg,-0.5000001,0,0,3.221044
